cp	hex	char	name	category	eaw	cells	block	ghostty	used_face	packed_scale	packed_class	packed_density	packed_overflow_cells	packed_ink_width_cells	packed_raster	roomy_scale	roomy_class	roomy_density	roomy_overflow_cells	roomy_ink_width_cells	roomy_raster
28055	U+6D97	涗	CJK UNIFIED IDEOGRAPH-6D97	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2047	0.0000	1.7027	.rasters/4x/packed/6d/6d97.png	1.0000	wide	0.2047	0.0000	1.7027	.rasters/4x/roomy/6d/6d97.png
28056	U+6D98	涘	CJK UNIFIED IDEOGRAPH-6D98	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2068	0.0000	1.6757	.rasters/4x/packed/6d/6d98.png	1.0000	wide	0.2068	0.0000	1.6757	.rasters/4x/roomy/6d/6d98.png
28057	U+6D99	涙	CJK UNIFIED IDEOGRAPH-6D99	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2216	0.0000	1.7027	.rasters/4x/packed/6d/6d99.png	1.0000	wide	0.2216	0.0000	1.7027	.rasters/4x/roomy/6d/6d99.png
28058	U+6D9A	涚	CJK UNIFIED IDEOGRAPH-6D9A	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2001	0.0000	1.7027	.rasters/4x/packed/6d/6d9a.png	1.0000	wide	0.2001	0.0000	1.7027	.rasters/4x/roomy/6d/6d9a.png
28059	U+6D9B	涛	CJK UNIFIED IDEOGRAPH-6D9B	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2260	0.0000	1.7027	.rasters/4x/packed/6d/6d9b.png	1.0000	wide	0.2260	0.0000	1.7027	.rasters/4x/roomy/6d/6d9b.png
28060	U+6D9C	涜	CJK UNIFIED IDEOGRAPH-6D9C	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2073	0.0000	1.7027	.rasters/4x/packed/6d/6d9c.png	1.0000	wide	0.2073	0.0000	1.7027	.rasters/4x/roomy/6d/6d9c.png
28061	U+6D9D	涝	CJK UNIFIED IDEOGRAPH-6D9D	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2149	0.0000	1.6486	.rasters/4x/packed/6d/6d9d.png	1.0000	wide	0.2149	0.0000	1.6486	.rasters/4x/roomy/6d/6d9d.png
28062	U+6D9E	涞	CJK UNIFIED IDEOGRAPH-6D9E	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2072	0.0000	1.7297	.rasters/4x/packed/6d/6d9e.png	1.0000	wide	0.2072	0.0000	1.7297	.rasters/4x/roomy/6d/6d9e.png
28063	U+6D9F	涟	CJK UNIFIED IDEOGRAPH-6D9F	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2185	0.0000	1.7297	.rasters/4x/packed/6d/6d9f.png	1.0000	wide	0.2185	0.0000	1.7297	.rasters/4x/roomy/6d/6d9f.png
28064	U+6DA0	涠	CJK UNIFIED IDEOGRAPH-6DA0	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2530	0.0000	1.6486	.rasters/4x/packed/6d/6da0.png	1.0000	wide	0.2530	0.0000	1.6486	.rasters/4x/roomy/6d/6da0.png
28065	U+6DA1	涡	CJK UNIFIED IDEOGRAPH-6DA1	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2187	0.0000	1.5946	.rasters/4x/packed/6d/6da1.png	1.0000	wide	0.2187	0.0000	1.5946	.rasters/4x/roomy/6d/6da1.png
28066	U+6DA2	涢	CJK UNIFIED IDEOGRAPH-6DA2	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2151	0.0000	1.7297	.rasters/4x/packed/6d/6da2.png	1.0000	wide	0.2151	0.0000	1.7297	.rasters/4x/roomy/6d/6da2.png
28067	U+6DA3	涣	CJK UNIFIED IDEOGRAPH-6DA3	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2165	0.0000	1.7297	.rasters/4x/packed/6d/6da3.png	1.0000	wide	0.2165	0.0000	1.7297	.rasters/4x/roomy/6d/6da3.png
28068	U+6DA4	涤	CJK UNIFIED IDEOGRAPH-6DA4	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2146	0.0000	1.6757	.rasters/4x/packed/6d/6da4.png	1.0000	wide	0.2146	0.0000	1.6757	.rasters/4x/roomy/6d/6da4.png
28069	U+6DA5	涥	CJK UNIFIED IDEOGRAPH-6DA5	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.1930	0.0000	1.6757	.rasters/4x/packed/6d/6da5.png	1.0000	wide	0.1930	0.0000	1.6757	.rasters/4x/roomy/6d/6da5.png
28070	U+6DA6	润	CJK UNIFIED IDEOGRAPH-6DA6	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2204	0.0000	1.5946	.rasters/4x/packed/6d/6da6.png	1.0000	wide	0.2204	0.0000	1.5946	.rasters/4x/roomy/6d/6da6.png
28071	U+6DA7	涧	CJK UNIFIED IDEOGRAPH-6DA7	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2274	0.0000	1.6216	.rasters/4x/packed/6d/6da7.png	1.0000	wide	0.2274	0.0000	1.6216	.rasters/4x/roomy/6d/6da7.png
28072	U+6DA8	涨	CJK UNIFIED IDEOGRAPH-6DA8	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2240	0.0000	1.7297	.rasters/4x/packed/6d/6da8.png	1.0000	wide	0.2240	0.0000	1.7297	.rasters/4x/roomy/6d/6da8.png
28073	U+6DA9	涩	CJK UNIFIED IDEOGRAPH-6DA9	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2118	0.0000	1.7027	.rasters/4x/packed/6d/6da9.png	1.0000	wide	0.2118	0.0000	1.7027	.rasters/4x/roomy/6d/6da9.png
28074	U+6DAA	涪	CJK UNIFIED IDEOGRAPH-6DAA	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2125	0.0000	1.7027	.rasters/4x/packed/6d/6daa.png	1.0000	wide	0.2125	0.0000	1.7027	.rasters/4x/roomy/6d/6daa.png
28075	U+6DAB	涫	CJK UNIFIED IDEOGRAPH-6DAB	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2168	0.0000	1.6757	.rasters/4x/packed/6d/6dab.png	1.0000	wide	0.2168	0.0000	1.6757	.rasters/4x/roomy/6d/6dab.png
28076	U+6DAC	涬	CJK UNIFIED IDEOGRAPH-6DAC	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2064	0.0000	1.7027	.rasters/4x/packed/6d/6dac.png	1.0000	wide	0.2064	0.0000	1.7027	.rasters/4x/roomy/6d/6dac.png
28077	U+6DAD	涭	CJK UNIFIED IDEOGRAPH-6DAD	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2283	0.0000	1.6757	.rasters/4x/packed/6d/6dad.png	1.0000	wide	0.2283	0.0000	1.6757	.rasters/4x/roomy/6d/6dad.png
28078	U+6DAE	涮	CJK UNIFIED IDEOGRAPH-6DAE	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2616	0.0000	1.6757	.rasters/4x/packed/6d/6dae.png	1.0000	wide	0.2616	0.0000	1.6757	.rasters/4x/roomy/6d/6dae.png
28079	U+6DAF	涯	CJK UNIFIED IDEOGRAPH-6DAF	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2337	0.0000	1.6757	.rasters/4x/packed/6d/6daf.png	1.0000	wide	0.2337	0.0000	1.6757	.rasters/4x/roomy/6d/6daf.png
28080	U+6DB0	涰	CJK UNIFIED IDEOGRAPH-6DB0	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2526	0.0000	1.7027	.rasters/4x/packed/6d/6db0.png	1.0000	wide	0.2526	0.0000	1.7027	.rasters/4x/roomy/6d/6db0.png
28081	U+6DB1	涱	CJK UNIFIED IDEOGRAPH-6DB1	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2246	0.0000	1.7027	.rasters/4x/packed/6d/6db1.png	1.0000	wide	0.2246	0.0000	1.7027	.rasters/4x/roomy/6d/6db1.png
28082	U+6DB2	液	CJK UNIFIED IDEOGRAPH-6DB2	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2203	0.0000	1.7027	.rasters/4x/packed/6d/6db2.png	1.0000	wide	0.2203	0.0000	1.7027	.rasters/4x/roomy/6d/6db2.png
28083	U+6DB3	涳	CJK UNIFIED IDEOGRAPH-6DB3	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.1994	0.0000	1.7027	.rasters/4x/packed/6d/6db3.png	1.0000	wide	0.1994	0.0000	1.7027	.rasters/4x/roomy/6d/6db3.png
28084	U+6DB4	涴	CJK UNIFIED IDEOGRAPH-6DB4	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2201	0.0000	1.7027	.rasters/4x/packed/6d/6db4.png	1.0000	wide	0.2201	0.0000	1.7027	.rasters/4x/roomy/6d/6db4.png
28085	U+6DB5	涵	CJK UNIFIED IDEOGRAPH-6DB5	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2407	0.0000	1.6486	.rasters/4x/packed/6d/6db5.png	1.0000	wide	0.2407	0.0000	1.6486	.rasters/4x/roomy/6d/6db5.png
28086	U+6DB6	涶	CJK UNIFIED IDEOGRAPH-6DB6	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2483	0.0000	1.7027	.rasters/4x/packed/6d/6db6.png	1.0000	wide	0.2483	0.0000	1.7027	.rasters/4x/roomy/6d/6db6.png
28087	U+6DB7	涷	CJK UNIFIED IDEOGRAPH-6DB7	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2413	0.0000	1.7297	.rasters/4x/packed/6d/6db7.png	1.0000	wide	0.2413	0.0000	1.7297	.rasters/4x/roomy/6d/6db7.png
28088	U+6DB8	涸	CJK UNIFIED IDEOGRAPH-6DB8	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2484	0.0000	1.6486	.rasters/4x/packed/6d/6db8.png	1.0000	wide	0.2484	0.0000	1.6486	.rasters/4x/roomy/6d/6db8.png
28089	U+6DB9	涹	CJK UNIFIED IDEOGRAPH-6DB9	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2342	0.0000	1.7568	.rasters/4x/packed/6d/6db9.png	1.0000	wide	0.2342	0.0000	1.7568	.rasters/4x/roomy/6d/6db9.png
28090	U+6DBA	涺	CJK UNIFIED IDEOGRAPH-6DBA	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2454	0.0000	1.7027	.rasters/4x/packed/6d/6dba.png	1.0000	wide	0.2454	0.0000	1.7027	.rasters/4x/roomy/6d/6dba.png
28091	U+6DBB	涻	CJK UNIFIED IDEOGRAPH-6DBB	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2162	0.0000	1.7027	.rasters/4x/packed/6d/6dbb.png	1.0000	wide	0.2162	0.0000	1.7027	.rasters/4x/roomy/6d/6dbb.png
28092	U+6DBC	涼	CJK UNIFIED IDEOGRAPH-6DBC	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2045	0.0000	1.7027	.rasters/4x/packed/6d/6dbc.png	1.0000	wide	0.2045	0.0000	1.7027	.rasters/4x/roomy/6d/6dbc.png
28093	U+6DBD	涽	CJK UNIFIED IDEOGRAPH-6DBD	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2356	0.0000	1.7027	.rasters/4x/packed/6d/6dbd.png	1.0000	wide	0.2356	0.0000	1.7027	.rasters/4x/roomy/6d/6dbd.png
28094	U+6DBE	涾	CJK UNIFIED IDEOGRAPH-6DBE	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2289	0.0000	1.7297	.rasters/4x/packed/6d/6dbe.png	1.0000	wide	0.2289	0.0000	1.7297	.rasters/4x/roomy/6d/6dbe.png
28095	U+6DBF	涿	CJK UNIFIED IDEOGRAPH-6DBF	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2227	0.0000	1.7027	.rasters/4x/packed/6d/6dbf.png	1.0000	wide	0.2227	0.0000	1.7027	.rasters/4x/roomy/6d/6dbf.png
28096	U+6DC0	淀	CJK UNIFIED IDEOGRAPH-6DC0	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2112	0.0000	1.7297	.rasters/4x/packed/6d/6dc0.png	1.0000	wide	0.2112	0.0000	1.7297	.rasters/4x/roomy/6d/6dc0.png
28097	U+6DC1	淁	CJK UNIFIED IDEOGRAPH-6DC1	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2239	0.0000	1.6757	.rasters/4x/packed/6d/6dc1.png	1.0000	wide	0.2239	0.0000	1.6757	.rasters/4x/roomy/6d/6dc1.png
28098	U+6DC2	淂	CJK UNIFIED IDEOGRAPH-6DC2	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2194	0.0000	1.6757	.rasters/4x/packed/6d/6dc2.png	1.0000	wide	0.2194	0.0000	1.6757	.rasters/4x/roomy/6d/6dc2.png
28099	U+6DC3	淃	CJK UNIFIED IDEOGRAPH-6DC3	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2351	0.0000	1.7027	.rasters/4x/packed/6d/6dc3.png	1.0000	wide	0.2351	0.0000	1.7027	.rasters/4x/roomy/6d/6dc3.png
28100	U+6DC4	淄	CJK UNIFIED IDEOGRAPH-6DC4	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2384	0.0000	1.6757	.rasters/4x/packed/6d/6dc4.png	1.0000	wide	0.2384	0.0000	1.6757	.rasters/4x/roomy/6d/6dc4.png
28101	U+6DC5	淅	CJK UNIFIED IDEOGRAPH-6DC5	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2162	0.0000	1.7297	.rasters/4x/packed/6d/6dc5.png	1.0000	wide	0.2162	0.0000	1.7297	.rasters/4x/roomy/6d/6dc5.png
28102	U+6DC6	淆	CJK UNIFIED IDEOGRAPH-6DC6	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2298	0.0000	1.7027	.rasters/4x/packed/6d/6dc6.png	1.0000	wide	0.2298	0.0000	1.7027	.rasters/4x/roomy/6d/6dc6.png
28103	U+6DC7	淇	CJK UNIFIED IDEOGRAPH-6DC7	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2194	0.0000	1.7297	.rasters/4x/packed/6d/6dc7.png	1.0000	wide	0.2194	0.0000	1.7297	.rasters/4x/roomy/6d/6dc7.png
28104	U+6DC8	淈	CJK UNIFIED IDEOGRAPH-6DC8	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2419	0.0000	1.6486	.rasters/4x/packed/6d/6dc8.png	1.0000	wide	0.2419	0.0000	1.6486	.rasters/4x/roomy/6d/6dc8.png
28105	U+6DC9	淉	CJK UNIFIED IDEOGRAPH-6DC9	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2387	0.0000	1.7027	.rasters/4x/packed/6d/6dc9.png	1.0000	wide	0.2387	0.0000	1.7027	.rasters/4x/roomy/6d/6dc9.png
28106	U+6DCA	淊	CJK UNIFIED IDEOGRAPH-6DCA	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2045	0.0000	1.6216	.rasters/4x/packed/6d/6dca.png	1.0000	wide	0.2045	0.0000	1.6216	.rasters/4x/roomy/6d/6dca.png
28107	U+6DCB	淋	CJK UNIFIED IDEOGRAPH-6DCB	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2168	0.0000	1.7297	.rasters/4x/packed/6d/6dcb.png	1.0000	wide	0.2168	0.0000	1.7297	.rasters/4x/roomy/6d/6dcb.png
28108	U+6DCC	淌	CJK UNIFIED IDEOGRAPH-6DCC	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2220	0.0000	1.6216	.rasters/4x/packed/6d/6dcc.png	1.0000	wide	0.2220	0.0000	1.6216	.rasters/4x/roomy/6d/6dcc.png
28109	U+6DCD	淍	CJK UNIFIED IDEOGRAPH-6DCD	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2351	0.0000	1.6216	.rasters/4x/packed/6d/6dcd.png	1.0000	wide	0.2351	0.0000	1.6216	.rasters/4x/roomy/6d/6dcd.png
28110	U+6DCE	淎	CJK UNIFIED IDEOGRAPH-6DCE	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2319	0.0000	1.7568	.rasters/4x/packed/6d/6dce.png	1.0000	wide	0.2319	0.0000	1.7568	.rasters/4x/roomy/6d/6dce.png
28111	U+6DCF	淏	CJK UNIFIED IDEOGRAPH-6DCF	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2370	0.0000	1.7027	.rasters/4x/packed/6d/6dcf.png	1.0000	wide	0.2370	0.0000	1.7027	.rasters/4x/roomy/6d/6dcf.png
28112	U+6DD0	淐	CJK UNIFIED IDEOGRAPH-6DD0	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2378	0.0000	1.6216	.rasters/4x/packed/6d/6dd0.png	1.0000	wide	0.2378	0.0000	1.6216	.rasters/4x/roomy/6d/6dd0.png
28113	U+6DD1	淑	CJK UNIFIED IDEOGRAPH-6DD1	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2345	0.0000	1.7297	.rasters/4x/packed/6d/6dd1.png	1.0000	wide	0.2345	0.0000	1.7297	.rasters/4x/roomy/6d/6dd1.png
28114	U+6DD2	淒	CJK UNIFIED IDEOGRAPH-6DD2	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2588	0.0000	1.7297	.rasters/4x/packed/6d/6dd2.png	1.0000	wide	0.2588	0.0000	1.7297	.rasters/4x/roomy/6d/6dd2.png
28115	U+6DD3	淓	CJK UNIFIED IDEOGRAPH-6DD3	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.1996	0.0000	1.6757	.rasters/4x/packed/6d/6dd3.png	1.0000	wide	0.1996	0.0000	1.6757	.rasters/4x/roomy/6d/6dd3.png
28116	U+6DD4	淔	CJK UNIFIED IDEOGRAPH-6DD4	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2391	0.0000	1.7027	.rasters/4x/packed/6d/6dd4.png	1.0000	wide	0.2391	0.0000	1.7027	.rasters/4x/roomy/6d/6dd4.png
28117	U+6DD5	淕	CJK UNIFIED IDEOGRAPH-6DD5	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2135	0.0000	1.6757	.rasters/4x/packed/6d/6dd5.png	1.0000	wide	0.2135	0.0000	1.6757	.rasters/4x/roomy/6d/6dd5.png
28118	U+6DD6	淖	CJK UNIFIED IDEOGRAPH-6DD6	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2018	0.0000	1.6757	.rasters/4x/packed/6d/6dd6.png	1.0000	wide	0.2018	0.0000	1.6757	.rasters/4x/roomy/6d/6dd6.png
28119	U+6DD7	淗	CJK UNIFIED IDEOGRAPH-6DD7	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2218	0.0000	1.6216	.rasters/4x/packed/6d/6dd7.png	1.0000	wide	0.2218	0.0000	1.6216	.rasters/4x/roomy/6d/6dd7.png
28120	U+6DD8	淘	CJK UNIFIED IDEOGRAPH-6DD8	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2198	0.0000	1.6216	.rasters/4x/packed/6d/6dd8.png	1.0000	wide	0.2198	0.0000	1.6216	.rasters/4x/roomy/6d/6dd8.png
28121	U+6DD9	淙	CJK UNIFIED IDEOGRAPH-6DD9	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2038	0.0000	1.7297	.rasters/4x/packed/6d/6dd9.png	1.0000	wide	0.2038	0.0000	1.7297	.rasters/4x/roomy/6d/6dd9.png
28122	U+6DDA	淚	CJK UNIFIED IDEOGRAPH-6DDA	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2215	0.0000	1.7027	.rasters/4x/packed/6d/6dda.png	1.0000	wide	0.2215	0.0000	1.7027	.rasters/4x/roomy/6d/6dda.png
28123	U+6DDB	淛	CJK UNIFIED IDEOGRAPH-6DDB	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2530	0.0000	1.6757	.rasters/4x/packed/6d/6ddb.png	1.0000	wide	0.2530	0.0000	1.6757	.rasters/4x/roomy/6d/6ddb.png
28124	U+6DDC	淜	CJK UNIFIED IDEOGRAPH-6DDC	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2557	0.0000	1.6486	.rasters/4x/packed/6d/6ddc.png	1.0000	wide	0.2557	0.0000	1.6486	.rasters/4x/roomy/6d/6ddc.png
28125	U+6DDD	淝	CJK UNIFIED IDEOGRAPH-6DDD	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2626	0.0000	1.7297	.rasters/4x/packed/6d/6ddd.png	1.0000	wide	0.2626	0.0000	1.7297	.rasters/4x/roomy/6d/6ddd.png
28126	U+6DDE	淞	CJK UNIFIED IDEOGRAPH-6DDE	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2269	0.0000	1.7297	.rasters/4x/packed/6d/6dde.png	1.0000	wide	0.2269	0.0000	1.7297	.rasters/4x/roomy/6d/6dde.png
28127	U+6DDF	淟	CJK UNIFIED IDEOGRAPH-6DDF	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2314	0.0000	1.7297	.rasters/4x/packed/6d/6ddf.png	1.0000	wide	0.2314	0.0000	1.7297	.rasters/4x/roomy/6d/6ddf.png
28128	U+6DE0	淠	CJK UNIFIED IDEOGRAPH-6DE0	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2194	0.0000	1.7027	.rasters/4x/packed/6d/6de0.png	1.0000	wide	0.2194	0.0000	1.7027	.rasters/4x/roomy/6d/6de0.png
28129	U+6DE1	淡	CJK UNIFIED IDEOGRAPH-6DE1	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2001	0.0000	1.7027	.rasters/4x/packed/6d/6de1.png	1.0000	wide	0.2001	0.0000	1.7027	.rasters/4x/roomy/6d/6de1.png
28130	U+6DE2	淢	CJK UNIFIED IDEOGRAPH-6DE2	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2232	0.0000	1.7027	.rasters/4x/packed/6d/6de2.png	1.0000	wide	0.2232	0.0000	1.7027	.rasters/4x/roomy/6d/6de2.png
28131	U+6DE3	淣	CJK UNIFIED IDEOGRAPH-6DE3	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2097	0.0000	1.7027	.rasters/4x/packed/6d/6de3.png	1.0000	wide	0.2097	0.0000	1.7027	.rasters/4x/roomy/6d/6de3.png
28132	U+6DE4	淤	CJK UNIFIED IDEOGRAPH-6DE4	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2078	0.0000	1.7297	.rasters/4x/packed/6d/6de4.png	1.0000	wide	0.2078	0.0000	1.7297	.rasters/4x/roomy/6d/6de4.png
28133	U+6DE5	淥	CJK UNIFIED IDEOGRAPH-6DE5	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2189	0.0000	1.7027	.rasters/4x/packed/6d/6de5.png	1.0000	wide	0.2189	0.0000	1.7027	.rasters/4x/roomy/6d/6de5.png
28134	U+6DE6	淦	CJK UNIFIED IDEOGRAPH-6DE6	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2224	0.0000	1.7027	.rasters/4x/packed/6d/6de6.png	1.0000	wide	0.2224	0.0000	1.7027	.rasters/4x/roomy/6d/6de6.png
28135	U+6DE7	淧	CJK UNIFIED IDEOGRAPH-6DE7	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2240	0.0000	1.7297	.rasters/4x/packed/6d/6de7.png	1.0000	wide	0.2240	0.0000	1.7297	.rasters/4x/roomy/6d/6de7.png
28136	U+6DE8	淨	CJK UNIFIED IDEOGRAPH-6DE8	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2166	0.0000	1.7027	.rasters/4x/packed/6d/6de8.png	1.0000	wide	0.2166	0.0000	1.7027	.rasters/4x/roomy/6d/6de8.png
28137	U+6DE9	淩	CJK UNIFIED IDEOGRAPH-6DE9	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2173	0.0000	1.6757	.rasters/4x/packed/6d/6de9.png	1.0000	wide	0.2173	0.0000	1.6757	.rasters/4x/roomy/6d/6de9.png
28138	U+6DEA	淪	CJK UNIFIED IDEOGRAPH-6DEA	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2408	0.0000	1.7027	.rasters/4x/packed/6d/6dea.png	1.0000	wide	0.2408	0.0000	1.7027	.rasters/4x/roomy/6d/6dea.png
28139	U+6DEB	淫	CJK UNIFIED IDEOGRAPH-6DEB	Lo	W	2	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	1.0000	wide	0.2112	0.0000	1.6757	.rasters/4x/packed/6d/6deb.png	1.0000	wide	0.2112	0.0000	1.6757	.rasters/4x/roomy/6d/6deb.png
