block	assigned	font	covered	pct	lineage
Basic Latin	128	JetBrains Mono	98	76.6	embedded-ghostty
Basic Latin	128	JetBrains Mono NoNF	98	76.6	embedded-ghostty
Basic Latin	128	JuliaMono	99	77.3	embedded-ghostty
Basic Latin	128	Lilex	98	76.6	embedded-ghostty
Basic Latin	128	Monaspace Neon	98	76.6	embedded-ghostty
Basic Latin	128	Apple Symbols	98	76.6	apple-system
Basic Latin	128	STIX Two Math	98	76.6	math
Basic Latin	128	Arial Unicode MS	98	76.6	pan-unicode-dump
Basic Latin	128	LastResort	128	100.0	last-resort
Basic Latin	128	Apple Color Emoji	16	12.5	apple-system
Basic Latin	128	PingFang SC	98	76.6	apple-cjk
Basic Latin	128	Songti SC	99	77.3	apple-cjk
Basic Latin	128	Hiragino Sans	127	99.2	apple-cjk
Basic Latin	128	VictorMono NFM SemiBold	98	76.6	nerd-patch
Basic Latin	128	Monaspace Xenon	98	76.6	native
Basic Latin	128	VictorMono Nerd Font Mono	98	76.6	nerd-patch
Basic Latin	128	PingFang HK	98	76.6	apple-cjk
Basic Latin	128	Kefa III	99	77.3	unknown
Basic Latin	128	Noto Sans Vai	5	3.9	noto
Basic Latin	128	PingFang MO	98	76.6	apple-cjk
Basic Latin	128	Geneva	101	78.9	unknown
Basic Latin	128	Courier New	98	76.6	unknown
Basic Latin	128	CaskaydiaCove Nerd Font Mono	98	76.6	nerd-patch
Basic Latin	128	Noto Serif Myanmar	6	4.7	noto
Basic Latin	128	Noto Sans Coptic	6	4.7	noto
Basic Latin	128	Khmer MN	99	77.3	unknown
Basic Latin	128	.SF Malayalam	5	3.9	unknown
Basic Latin	128	Noto Sans Glagolitic	5	3.9	noto
Basic Latin	128	Noto Serif Balinese	5	3.9	noto
Basic Latin	128	Noto Sans Tai Tham	5	3.9	noto
Basic Latin	128	Noto Sans Bamum	5	3.9	noto
Basic Latin	128	Noto Sans New Tai Lue	5	3.9	noto
Basic Latin	128	Noto Sans Javanese	5	3.9	noto
Basic Latin	128	Kohinoor Devanagari	99	77.3	unknown
Basic Latin	128	Noto Sans Cham	17	13.3	noto
Basic Latin	128	Noto Sans Tai Viet	5	3.9	noto
Basic Latin	128	Noto Sans Saurashtra	5	3.9	noto
Basic Latin	128	Noto Sans Meetei Mayek	5	3.9	noto
Basic Latin	128	Sinhala Sangam MN	99	77.3	unknown
Basic Latin	128	PingFang TC	98	76.6	apple-cjk
Basic Latin	128	Noto Sans Sundanese	6	4.7	noto
Basic Latin	128	Noto Sans PhagsPa	5	3.9	noto
Basic Latin	128	Noto Sans Lepcha	5	3.9	noto
Basic Latin	128	Noto Sans NKo	5	3.9	noto
Basic Latin	128	AppleGothic	102	79.7	unknown
Basic Latin	128	Noto Sans Ol Chiki	5	3.9	noto
Basic Latin	128	Noto Sans Syriac	18	14.1	noto
Basic Latin	128	Noto Sans Limbu	5	3.9	noto
Basic Latin	128	Noto Sans Batak	5	3.9	noto
Basic Latin	128	Noto Sans Samaritan	5	3.9	noto
Basic Latin	128	Noto Sans Kayah Li	6	4.7	noto
Basic Latin	128	Noto Sans Thaana	12	9.4	noto
Basic Latin	128	Noto Sans Syloti Nagri	5	3.9	noto
Basic Latin	128	Noto Sans Tai Le	5	3.9	noto
Basic Latin	128	Hiragino Sans GB	127	99.2	apple-cjk
Basic Latin	128	Noto Sans Mandaic	5	3.9	noto
Basic Latin	128	Symbol	39	30.5	unknown
Basic Latin	128	Noto Sans Buginese	5	3.9	noto
Basic Latin	128	Noto Sans Rejang	5	3.9	noto
Basic Latin	128	Noto Sans Tagalog	5	3.9	noto
Basic Latin	128	Noto Sans Hanunoo	5	3.9	noto
Basic Latin	128	Noto Sans Buhid	5	3.9	noto
Basic Latin	128	Noto Sans Tagbanwa	5	3.9	noto
Basic Latin	128	Grantha Sangam MN	98	76.6	unknown
Basic Latin	128	Kohinoor Telugu	99	77.3	unknown
Basic Latin	128	Mukta Mahee	99	77.3	unknown
Basic Latin	128	Athelas	98	76.6	unknown
Basic Latin	128	Superclarendon	99	77.3	unknown
Basic Latin	128	Noto Sans Oriya	43	33.6	noto
Basic Latin	128	Lucida Grande	99	77.3	unknown
Basic Latin	128	Noto Nastaliq Urdu	31	24.2	noto
Basic Latin	128	.SF Arabic	12	9.4	unknown
Basic Latin	128	Kohinoor Bangla	99	77.3	unknown
Basic Latin	128	Gujarati Sangam MN	99	77.3	unknown
Basic Latin	128	Kannada MN	99	77.3	unknown
Basic Latin	128	.CJK Symbols Fallback HK	3	2.3	unknown
Basic Latin	128	Kokonor	5	3.9	unknown
Basic Latin	128	Sukhumvit Set	100	78.1	unknown
Basic Latin	128	.SF Telugu	5	3.9	unknown
Basic Latin	128	.SF Kannada	5	3.9	unknown
Basic Latin	128	Galvji	100	78.1	unknown
Basic Latin	128	.DecoType Nastaleeq Urdu UI	41	32.0	unknown
Basic Latin	128	Kohinoor Gujarati	47	36.7	unknown
Basic Latin	128	Noto Sans Kannada	43	33.6	noto
Basic Latin	128	Heiti SC	101	78.9	apple-cjk
Basic Latin	128	.SF Devanagari	5	3.9	unknown
Basic Latin	128	Geeza Pro	5	3.9	unknown
Latin-1 Supplement	128	JetBrains Mono	96	75.0	embedded-ghostty
Latin-1 Supplement	128	JetBrains Mono NoNF	96	75.0	embedded-ghostty
Latin-1 Supplement	128	JuliaMono	95	74.2	embedded-ghostty
Latin-1 Supplement	128	Lilex	96	75.0	embedded-ghostty
Latin-1 Supplement	128	Monaspace Neon	96	75.0	embedded-ghostty
Latin-1 Supplement	128	Apple Symbols	34	26.6	apple-system
Latin-1 Supplement	128	STIX Two Math	96	75.0	math
Latin-1 Supplement	128	Arial Unicode MS	96	75.0	pan-unicode-dump
Latin-1 Supplement	128	LastResort	128	100.0	last-resort
Latin-1 Supplement	128	Apple Color Emoji	3	2.3	apple-system
Latin-1 Supplement	128	PingFang SC	3	2.3	apple-cjk
Latin-1 Supplement	128	Songti SC	96	75.0	apple-cjk
Latin-1 Supplement	128	Hiragino Sans	96	75.0	apple-cjk
Latin-1 Supplement	128	VictorMono NFM SemiBold	96	75.0	nerd-patch
Latin-1 Supplement	128	Monaspace Xenon	96	75.0	native
Latin-1 Supplement	128	VictorMono Nerd Font Mono	96	75.0	nerd-patch
Latin-1 Supplement	128	PingFang HK	3	2.3	apple-cjk
Latin-1 Supplement	128	Kefa III	96	75.0	unknown
Latin-1 Supplement	128	Noto Sans Vai	1	0.8	noto
Latin-1 Supplement	128	PingFang MO	3	2.3	apple-cjk
Latin-1 Supplement	128	Geneva	96	75.0	unknown
Latin-1 Supplement	128	Courier New	96	75.0	unknown
Latin-1 Supplement	128	CaskaydiaCove Nerd Font Mono	96	75.0	nerd-patch
Latin-1 Supplement	128	Noto Serif Myanmar	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Coptic	1	0.8	noto
Latin-1 Supplement	128	Khmer MN	5	3.9	unknown
Latin-1 Supplement	128	.SF Malayalam	1	0.8	unknown
Latin-1 Supplement	128	Noto Sans Glagolitic	1	0.8	noto
Latin-1 Supplement	128	Noto Serif Balinese	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Tai Tham	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Bamum	1	0.8	noto
Latin-1 Supplement	128	Noto Sans New Tai Lue	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Javanese	1	0.8	noto
Latin-1 Supplement	128	Kohinoor Devanagari	90	70.3	unknown
Latin-1 Supplement	128	Noto Sans Cham	2	1.6	noto
Latin-1 Supplement	128	Noto Sans Tai Viet	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Saurashtra	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Meetei Mayek	1	0.8	noto
Latin-1 Supplement	128	Sinhala Sangam MN	5	3.9	unknown
Latin-1 Supplement	128	PingFang TC	3	2.3	apple-cjk
Latin-1 Supplement	128	Noto Sans Sundanese	1	0.8	noto
Latin-1 Supplement	128	Noto Sans PhagsPa	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Lepcha	1	0.8	noto
Latin-1 Supplement	128	Noto Sans NKo	1	0.8	noto
Latin-1 Supplement	128	AppleGothic	49	38.3	unknown
Latin-1 Supplement	128	Noto Sans Ol Chiki	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Syriac	4	3.1	noto
Latin-1 Supplement	128	Noto Sans Limbu	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Batak	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Samaritan	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Kayah Li	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Thaana	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Syloti Nagri	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Tai Le	1	0.8	noto
Latin-1 Supplement	128	Hiragino Sans GB	24	18.8	apple-cjk
Latin-1 Supplement	128	Noto Sans Mandaic	1	0.8	noto
Latin-1 Supplement	128	Symbol	8	6.2	unknown
Latin-1 Supplement	128	Noto Sans Buginese	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Rejang	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Tagalog	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Hanunoo	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Buhid	1	0.8	noto
Latin-1 Supplement	128	Noto Sans Tagbanwa	1	0.8	noto
Latin-1 Supplement	128	Grantha Sangam MN	96	75.0	unknown
Latin-1 Supplement	128	Kohinoor Telugu	90	70.3	unknown
Latin-1 Supplement	128	Mukta Mahee	96	75.0	unknown
Latin-1 Supplement	128	Athelas	96	75.0	unknown
Latin-1 Supplement	128	Superclarendon	95	74.2	unknown
Latin-1 Supplement	128	Noto Sans Oriya	4	3.1	noto
Latin-1 Supplement	128	Lucida Grande	96	75.0	unknown
Latin-1 Supplement	128	Noto Nastaliq Urdu	6	4.7	noto
Latin-1 Supplement	128	.SF Arabic	4	3.1	unknown
Latin-1 Supplement	128	Kohinoor Bangla	90	70.3	unknown
Latin-1 Supplement	128	Gujarati Sangam MN	5	3.9	unknown
Latin-1 Supplement	128	Kannada MN	5	3.9	unknown
Latin-1 Supplement	128	.CJK Symbols Fallback HK	6	4.7	unknown
Latin-1 Supplement	128	Kokonor	1	0.8	unknown
Latin-1 Supplement	128	Sukhumvit Set	96	75.0	unknown
Latin-1 Supplement	128	.SF Telugu	1	0.8	unknown
Latin-1 Supplement	128	.SF Kannada	1	0.8	unknown
Latin-1 Supplement	128	Galvji	96	75.0	unknown
Latin-1 Supplement	128	.DecoType Nastaleeq Urdu UI	6	4.7	unknown
Latin-1 Supplement	128	Kohinoor Gujarati	10	7.8	unknown
Latin-1 Supplement	128	Noto Sans Kannada	4	3.1	noto
Latin-1 Supplement	128	Heiti SC	96	75.0	apple-cjk
Latin-1 Supplement	128	.SF Devanagari	1	0.8	unknown
Latin-1 Supplement	128	Geeza Pro	1	0.8	unknown
Latin Extended-A	128	JetBrains Mono	126	98.4	embedded-ghostty
Latin Extended-A	128	JetBrains Mono NoNF	126	98.4	embedded-ghostty
Latin Extended-A	128	JuliaMono	128	100.0	embedded-ghostty
Latin Extended-A	128	Lilex	128	100.0	embedded-ghostty
Latin Extended-A	128	Monaspace Neon	125	97.7	embedded-ghostty
Latin Extended-A	128	STIX Two Math	128	100.0	math
Latin Extended-A	128	Arial Unicode MS	128	100.0	pan-unicode-dump
Latin Extended-A	128	LastResort	128	100.0	last-resort
Latin Extended-A	128	Songti SC	128	100.0	apple-cjk
Latin Extended-A	128	Hiragino Sans	10	7.8	apple-cjk
Latin Extended-A	128	VictorMono NFM SemiBold	115	89.8	nerd-patch
Latin Extended-A	128	Monaspace Xenon	126	98.4	native
Latin Extended-A	128	VictorMono Nerd Font Mono	115	89.8	nerd-patch
Latin Extended-A	128	Kefa III	128	100.0	unknown
Latin Extended-A	128	Geneva	128	100.0	unknown
Latin Extended-A	128	Courier New	128	100.0	unknown
Latin Extended-A	128	CaskaydiaCove Nerd Font Mono	128	100.0	nerd-patch
Latin Extended-A	128	Kohinoor Devanagari	128	100.0	unknown
Latin Extended-A	128	AppleGothic	32	25.0	unknown
Latin Extended-A	128	Hiragino Sans GB	8	6.2	apple-cjk
Latin Extended-A	128	Grantha Sangam MN	115	89.8	unknown
Latin Extended-A	128	Kohinoor Telugu	128	100.0	unknown
Latin Extended-A	128	Mukta Mahee	126	98.4	unknown
Latin Extended-A	128	Athelas	128	100.0	unknown
Latin Extended-A	128	Superclarendon	125	97.7	unknown
Latin Extended-A	128	Lucida Grande	128	100.0	unknown
Latin Extended-A	128	Kohinoor Bangla	128	100.0	unknown
Latin Extended-A	128	Sukhumvit Set	10	7.8	unknown
Latin Extended-A	128	Galvji	11	8.6	unknown
Latin Extended-A	128	Heiti SC	128	100.0	apple-cjk
Latin Extended-B	208	JetBrains Mono	34	16.3	embedded-ghostty
Latin Extended-B	208	JetBrains Mono NoNF	34	16.3	embedded-ghostty
Latin Extended-B	208	JuliaMono	208	100.0	embedded-ghostty
Latin Extended-B	208	Lilex	33	15.9	embedded-ghostty
Latin Extended-B	208	Monaspace Neon	18	8.7	embedded-ghostty
Latin Extended-B	208	Apple Symbols	1	0.5	apple-system
Latin Extended-B	208	STIX Two Math	45	21.6	math
Latin Extended-B	208	Arial Unicode MS	148	71.2	pan-unicode-dump
Latin Extended-B	208	LastResort	208	100.0	last-resort
Latin Extended-B	208	Songti SC	25	12.0	apple-cjk
Latin Extended-B	208	Hiragino Sans	1	0.5	apple-cjk
Latin Extended-B	208	VictorMono NFM SemiBold	26	12.5	nerd-patch
Latin Extended-B	208	Monaspace Xenon	31	14.9	native
Latin Extended-B	208	VictorMono Nerd Font Mono	26	12.5	nerd-patch
Latin Extended-B	208	Kefa III	12	5.8	unknown
Latin Extended-B	208	Geneva	208	100.0	unknown
Latin Extended-B	208	Courier New	193	92.8	unknown
Latin Extended-B	208	CaskaydiaCove Nerd Font Mono	50	24.0	nerd-patch
Latin Extended-B	208	Kohinoor Devanagari	6	2.9	unknown
Latin Extended-B	208	AppleGothic	56	26.9	unknown
Latin Extended-B	208	Hiragino Sans GB	9	4.3	apple-cjk
Latin Extended-B	208	Symbol	1	0.5	unknown
Latin Extended-B	208	Grantha Sangam MN	10	4.8	unknown
Latin Extended-B	208	Kohinoor Telugu	6	2.9	unknown
Latin Extended-B	208	Mukta Mahee	9	4.3	unknown
Latin Extended-B	208	Athelas	102	49.0	unknown
Latin Extended-B	208	Superclarendon	14	6.7	unknown
Latin Extended-B	208	Lucida Grande	184	88.5	unknown
Latin Extended-B	208	Kohinoor Bangla	6	2.9	unknown
Latin Extended-B	208	Sukhumvit Set	1	0.5	unknown
Latin Extended-B	208	Galvji	1	0.5	unknown
Latin Extended-B	208	Heiti SC	112	53.8	apple-cjk
IPA Extensions	96	JetBrains Mono	1	1.0	embedded-ghostty
IPA Extensions	96	JetBrains Mono NoNF	1	1.0	embedded-ghostty
IPA Extensions	96	JuliaMono	96	100.0	embedded-ghostty
IPA Extensions	96	Lilex	1	1.0	embedded-ghostty
IPA Extensions	96	Monaspace Neon	2	2.1	embedded-ghostty
IPA Extensions	96	STIX Two Math	96	100.0	math
IPA Extensions	96	Arial Unicode MS	89	92.7	pan-unicode-dump
IPA Extensions	96	LastResort	96	100.0	last-resort
IPA Extensions	96	Songti SC	3	3.1	apple-cjk
IPA Extensions	96	Monaspace Xenon	83	86.5	native
IPA Extensions	96	Kefa III	1	1.0	unknown
IPA Extensions	96	Geneva	96	100.0	unknown
IPA Extensions	96	Courier New	96	100.0	unknown
IPA Extensions	96	CaskaydiaCove Nerd Font Mono	21	21.9	nerd-patch
IPA Extensions	96	Hiragino Sans GB	2	2.1	apple-cjk
IPA Extensions	96	Superclarendon	96	100.0	unknown
IPA Extensions	96	Lucida Grande	96	100.0	unknown
IPA Extensions	96	Heiti SC	10	10.4	apple-cjk
Spacing Modifier Letters	80	JetBrains Mono	14	17.5	embedded-ghostty
Spacing Modifier Letters	80	JetBrains Mono NoNF	14	17.5	embedded-ghostty
Spacing Modifier Letters	80	JuliaMono	80	100.0	embedded-ghostty
Spacing Modifier Letters	80	Lilex	10	12.5	embedded-ghostty
Spacing Modifier Letters	80	Monaspace Neon	8	10.0	embedded-ghostty
Spacing Modifier Letters	80	Apple Symbols	49	61.2	apple-system
Spacing Modifier Letters	80	STIX Two Math	61	76.2	math
Spacing Modifier Letters	80	Arial Unicode MS	57	71.2	pan-unicode-dump
Spacing Modifier Letters	80	LastResort	80	100.0	last-resort
Spacing Modifier Letters	80	PingFang SC	5	6.2	apple-cjk
Spacing Modifier Letters	80	Songti SC	14	17.5	apple-cjk
Spacing Modifier Letters	80	Hiragino Sans	5	6.2	apple-cjk
Spacing Modifier Letters	80	VictorMono NFM SemiBold	9	11.2	nerd-patch
Spacing Modifier Letters	80	Monaspace Xenon	21	26.2	native
Spacing Modifier Letters	80	VictorMono Nerd Font Mono	9	11.2	nerd-patch
Spacing Modifier Letters	80	PingFang HK	5	6.2	apple-cjk
Spacing Modifier Letters	80	Kefa III	9	11.2	unknown
Spacing Modifier Letters	80	PingFang MO	5	6.2	apple-cjk
Spacing Modifier Letters	80	Geneva	80	100.0	unknown
Spacing Modifier Letters	80	Courier New	73	91.2	unknown
Spacing Modifier Letters	80	CaskaydiaCove Nerd Font Mono	15	18.8	nerd-patch
Spacing Modifier Letters	80	Kohinoor Devanagari	9	11.2	unknown
Spacing Modifier Letters	80	PingFang TC	5	6.2	apple-cjk
Spacing Modifier Letters	80	AppleGothic	10	12.5	unknown
Spacing Modifier Letters	80	Hiragino Sans GB	5	6.2	apple-cjk
Spacing Modifier Letters	80	Symbol	2	2.5	unknown
Spacing Modifier Letters	80	Grantha Sangam MN	9	11.2	unknown
Spacing Modifier Letters	80	Kohinoor Telugu	8	10.0	unknown
Spacing Modifier Letters	80	Mukta Mahee	9	11.2	unknown
Spacing Modifier Letters	80	Athelas	12	15.0	unknown
Spacing Modifier Letters	80	Superclarendon	9	11.2	unknown
Spacing Modifier Letters	80	Lucida Grande	80	100.0	unknown
Spacing Modifier Letters	80	Kohinoor Bangla	9	11.2	unknown
Spacing Modifier Letters	80	.CJK Symbols Fallback HK	2	2.5	unknown
Spacing Modifier Letters	80	Sukhumvit Set	8	10.0	unknown
Spacing Modifier Letters	80	Galvji	8	10.0	unknown
Spacing Modifier Letters	80	Heiti SC	21	26.2	apple-cjk
Combining Diacritical Marks	112	JetBrains Mono	23	20.5	embedded-ghostty
Combining Diacritical Marks	112	JetBrains Mono NoNF	23	20.5	embedded-ghostty
Combining Diacritical Marks	112	JuliaMono	112	100.0	embedded-ghostty
Combining Diacritical Marks	112	Lilex	19	17.0	embedded-ghostty
Combining Diacritical Marks	112	Monaspace Neon	15	13.4	embedded-ghostty
Combining Diacritical Marks	112	Apple Symbols	5	4.5	apple-system
Combining Diacritical Marks	112	STIX Two Math	73	65.2	math
Combining Diacritical Marks	112	Arial Unicode MS	72	64.3	pan-unicode-dump
Combining Diacritical Marks	112	LastResort	112	100.0	last-resort
Combining Diacritical Marks	112	Songti SC	29	25.9	apple-cjk
Combining Diacritical Marks	112	Hiragino Sans	16	14.3	apple-cjk
Combining Diacritical Marks	112	VictorMono NFM SemiBold	18	16.1	nerd-patch
Combining Diacritical Marks	112	Monaspace Xenon	29	25.9	native
Combining Diacritical Marks	112	VictorMono Nerd Font Mono	18	16.1	nerd-patch
Combining Diacritical Marks	112	Kefa III	1	0.9	unknown
Combining Diacritical Marks	112	Geneva	112	100.0	unknown
Combining Diacritical Marks	112	Courier New	112	100.0	unknown
Combining Diacritical Marks	112	CaskaydiaCove Nerd Font Mono	26	23.2	nerd-patch
Combining Diacritical Marks	112	Noto Sans Coptic	10	8.9	noto
Combining Diacritical Marks	112	Noto Sans Glagolitic	2	1.8	noto
Combining Diacritical Marks	112	AppleGothic	6	5.4	unknown
Combining Diacritical Marks	112	Noto Sans Syriac	13	11.6	noto
Combining Diacritical Marks	112	Noto Sans Tai Le	5	4.5	noto
Combining Diacritical Marks	112	Symbol	1	0.9	unknown
Combining Diacritical Marks	112	Grantha Sangam MN	18	16.1	unknown
Combining Diacritical Marks	112	Athelas	28	25.0	unknown
Combining Diacritical Marks	112	Superclarendon	3	2.7	unknown
Combining Diacritical Marks	112	Lucida Grande	106	94.6	unknown
Combining Diacritical Marks	112	.SF Arabic	1	0.9	unknown
Combining Diacritical Marks	112	.CJK Symbols Fallback HK	2	1.8	unknown
Combining Diacritical Marks	112	Galvji	19	17.0	unknown
Combining Diacritical Marks	112	Heiti SC	46	41.1	apple-cjk
Greek and Coptic	135	JetBrains Mono	79	58.5	embedded-ghostty
Greek and Coptic	135	JetBrains Mono NoNF	79	58.5	embedded-ghostty
Greek and Coptic	135	JuliaMono	135	100.0	embedded-ghostty
Greek and Coptic	135	Lilex	1	0.7	embedded-ghostty
Greek and Coptic	135	Monaspace Neon	1	0.7	embedded-ghostty
Greek and Coptic	135	Apple Symbols	79	58.5	apple-system
Greek and Coptic	135	STIX Two Math	93	68.9	math
Greek and Coptic	135	Arial Unicode MS	105	77.8	pan-unicode-dump
Greek and Coptic	135	LastResort	135	100.0	last-resort
Greek and Coptic	135	Songti SC	73	54.1	apple-cjk
Greek and Coptic	135	Hiragino Sans	48	35.6	apple-cjk
Greek and Coptic	135	VictorMono NFM SemiBold	77	57.0	nerd-patch
Greek and Coptic	135	Monaspace Xenon	81	60.0	native
Greek and Coptic	135	VictorMono Nerd Font Mono	77	57.0	nerd-patch
Greek and Coptic	135	Kefa III	5	3.7	unknown
Greek and Coptic	135	Geneva	113	83.7	unknown
Greek and Coptic	135	Courier New	124	91.9	unknown
Greek and Coptic	135	CaskaydiaCove Nerd Font Mono	77	57.0	nerd-patch
Greek and Coptic	135	Noto Sans Coptic	16	11.9	noto
Greek and Coptic	135	Kohinoor Devanagari	1	0.7	unknown
Greek and Coptic	135	AppleGothic	55	40.7	unknown
Greek and Coptic	135	Hiragino Sans GB	48	35.6	apple-cjk
Greek and Coptic	135	Symbol	53	39.3	unknown
Greek and Coptic	135	Grantha Sangam MN	5	3.7	unknown
Greek and Coptic	135	Kohinoor Telugu	1	0.7	unknown
Greek and Coptic	135	Mukta Mahee	1	0.7	unknown
Greek and Coptic	135	Athelas	134	99.3	unknown
Greek and Coptic	135	Superclarendon	134	99.3	unknown
Greek and Coptic	135	Lucida Grande	106	78.5	unknown
Greek and Coptic	135	Kohinoor Bangla	1	0.7	unknown
Greek and Coptic	135	Sukhumvit Set	2	1.5	unknown
Greek and Coptic	135	Galvji	2	1.5	unknown
Greek and Coptic	135	Heiti SC	76	56.3	apple-cjk
Cyrillic	256	JetBrains Mono	122	47.7	embedded-ghostty
Cyrillic	256	JetBrains Mono NoNF	122	47.7	embedded-ghostty
Cyrillic	256	JuliaMono	256	100.0	embedded-ghostty
Cyrillic	256	Lilex	168	65.6	embedded-ghostty
Cyrillic	256	STIX Two Math	106	41.4	math
Cyrillic	256	Arial Unicode MS	226	88.3	pan-unicode-dump
Cyrillic	256	LastResort	256	100.0	last-resort
Cyrillic	256	Songti SC	94	36.7	apple-cjk
Cyrillic	256	Hiragino Sans	66	25.8	apple-cjk
Cyrillic	256	VictorMono NFM SemiBold	220	85.9	nerd-patch
Cyrillic	256	Monaspace Xenon	124	48.4	native
Cyrillic	256	VictorMono Nerd Font Mono	220	85.9	nerd-patch
Cyrillic	256	Geneva	250	97.7	unknown
Cyrillic	256	Courier New	248	96.9	unknown
Cyrillic	256	CaskaydiaCove Nerd Font Mono	126	49.2	nerd-patch
Cyrillic	256	Noto Sans Glagolitic	2	0.8	noto
Cyrillic	256	AppleGothic	94	36.7	unknown
Cyrillic	256	Hiragino Sans GB	66	25.8	apple-cjk
Cyrillic	256	Athelas	101	39.5	unknown
Cyrillic	256	Superclarendon	256	100.0	unknown
Cyrillic	256	Lucida Grande	244	95.3	unknown
Cyrillic	256	Heiti SC	129	50.4	apple-cjk
Cyrillic Supplement	48	JuliaMono	48	100.0	embedded-ghostty
Cyrillic Supplement	48	LastResort	48	100.0	last-resort
Cyrillic Supplement	48	VictorMono NFM SemiBold	12	25.0	nerd-patch
Cyrillic Supplement	48	VictorMono Nerd Font Mono	12	25.0	nerd-patch
Cyrillic Supplement	48	Geneva	36	75.0	unknown
Cyrillic Supplement	48	Courier New	16	33.3	unknown
Cyrillic Supplement	48	Superclarendon	40	83.3	unknown
Cyrillic Supplement	48	Lucida Grande	16	33.3	unknown
Armenian	91	JuliaMono	91	100.0	embedded-ghostty
Armenian	91	Arial Unicode MS	85	93.4	pan-unicode-dump
Armenian	91	LastResort	91	100.0	last-resort
Hebrew	88	JuliaMono	88	100.0	embedded-ghostty
Hebrew	88	Arial Unicode MS	82	93.2	pan-unicode-dump
Hebrew	88	LastResort	88	100.0	last-resort
Hebrew	88	Courier New	87	98.9	unknown
Hebrew	88	CaskaydiaCove Nerd Font Mono	39	44.3	nerd-patch
Hebrew	88	Lucida Grande	82	93.2	unknown
Arabic	256	JuliaMono	122	47.7	embedded-ghostty
Arabic	256	Arial Unicode MS	194	75.8	pan-unicode-dump
Arabic	256	LastResort	256	100.0	last-resort
Arabic	256	Courier New	235	91.8	unknown
Arabic	256	CaskaydiaCove Nerd Font Mono	217	84.8	nerd-patch
Arabic	256	Noto Sans NKo	4	1.6	noto
Arabic	256	Noto Sans Syriac	30	11.7	noto
Arabic	256	Noto Sans Thaana	16	6.2	noto
Arabic	256	Noto Sans Mandaic	1	0.4	noto
Arabic	256	Noto Nastaliq Urdu	178	69.5	noto
Arabic	256	.SF Arabic	255	99.6	unknown
Arabic	256	.DecoType Nastaleeq Urdu UI	223	87.1	unknown
Arabic	256	Geeza Pro	250	97.7	unknown
Syriac	77	JuliaMono	2	2.6	embedded-ghostty
Syriac	77	LastResort	77	100.0	last-resort
Syriac	77	Noto Sans Syriac	77	100.0	noto
Arabic Supplement	48	LastResort	48	100.0	last-resort
Arabic Supplement	48	Courier New	30	62.5	unknown
Arabic Supplement	48	CaskaydiaCove Nerd Font Mono	48	100.0	nerd-patch
Arabic Supplement	48	Noto Nastaliq Urdu	26	54.2	noto
Arabic Supplement	48	.SF Arabic	46	95.8	unknown
Arabic Supplement	48	.DecoType Nastaleeq Urdu UI	47	97.9	unknown
Arabic Supplement	48	Geeza Pro	48	100.0	unknown
Thaana	50	LastResort	50	100.0	last-resort
Thaana	50	Noto Sans Thaana	50	100.0	noto
NKo	62	JuliaMono	1	1.6	embedded-ghostty
NKo	62	LastResort	62	100.0	last-resort
NKo	62	Noto Sans NKo	62	100.0	noto
Samaritan	61	LastResort	61	100.0	last-resort
Samaritan	61	Noto Sans Samaritan	61	100.0	noto
Mandaic	29	LastResort	29	100.0	last-resort
Mandaic	29	Noto Sans Mandaic	29	100.0	noto
Syriac Supplement	11	LastResort	11	100.0	last-resort
Arabic Extended-B	41	LastResort	41	100.0	last-resort
Arabic Extended-A	96	LastResort	96	100.0	last-resort
Arabic Extended-A	96	CaskaydiaCove Nerd Font Mono	26	27.1	nerd-patch
Arabic Extended-A	96	Noto Nastaliq Urdu	1	1.0	noto
Arabic Extended-A	96	.SF Arabic	67	69.8	unknown
Arabic Extended-A	96	.DecoType Nastaleeq Urdu UI	1	1.0	unknown
Devanagari	128	JuliaMono	10	7.8	embedded-ghostty
Devanagari	128	Arial Unicode MS	104	81.2	pan-unicode-dump
Devanagari	128	LastResort	128	100.0	last-resort
Devanagari	128	Kohinoor Devanagari	128	100.0	unknown
Devanagari	128	Noto Sans Limbu	1	0.8	noto
Devanagari	128	Noto Sans Syloti Nagri	2	1.6	noto
Devanagari	128	Grantha Sangam MN	4	3.1	unknown
Devanagari	128	Kohinoor Telugu	2	1.6	unknown
