block	assigned	font	covered	pct	lineage
Mathematical Operators	256	PingFang TC	1	0.4	apple-cjk
Mathematical Operators	256	AppleGothic	87	34.0	unknown
Mathematical Operators	256	Noto Sans Syriac	1	0.4	noto
Mathematical Operators	256	Hiragino Sans GB	38	14.8	apple-cjk
Mathematical Operators	256	Symbol	38	14.8	unknown
Mathematical Operators	256	Grantha Sangam MN	14	5.5	unknown
Mathematical Operators	256	Kohinoor Telugu	14	5.5	unknown
Mathematical Operators	256	Mukta Mahee	14	5.5	unknown
Mathematical Operators	256	Athelas	14	5.5	unknown
Mathematical Operators	256	Superclarendon	13	5.1	unknown
Mathematical Operators	256	Noto Sans Oriya	1	0.4	noto
Mathematical Operators	256	Lucida Grande	18	7.0	unknown
Mathematical Operators	256	Noto Nastaliq Urdu	1	0.4	noto
Mathematical Operators	256	Kohinoor Bangla	14	5.5	unknown
Mathematical Operators	256	Gujarati Sangam MN	1	0.4	unknown
Mathematical Operators	256	Kannada MN	1	0.4	unknown
Mathematical Operators	256	.CJK Symbols Fallback HK	25	9.8	unknown
Mathematical Operators	256	Sukhumvit Set	12	4.7	unknown
Mathematical Operators	256	Galvji	11	4.3	unknown
Mathematical Operators	256	.DecoType Nastaleeq Urdu UI	1	0.4	unknown
Mathematical Operators	256	Noto Sans Kannada	1	0.4	noto
Mathematical Operators	256	Heiti SC	44	17.2	apple-cjk
Miscellaneous Technical	256	JetBrains Mono	115	44.9	embedded-ghostty
Miscellaneous Technical	256	JetBrains Mono NoNF	115	44.9	embedded-ghostty
Miscellaneous Technical	256	JuliaMono	256	100.0	embedded-ghostty
Miscellaneous Technical	256	Apple Symbols	232	90.6	apple-system
Miscellaneous Technical	256	STIX Two Math	256	100.0	math
Miscellaneous Technical	256	Arial Unicode MS	123	48.0	pan-unicode-dump
Miscellaneous Technical	256	LastResort	256	100.0	last-resort
Miscellaneous Technical	256	Apple Color Emoji	18	7.0	apple-system
Miscellaneous Technical	256	Songti SC	5	2.0	apple-cjk
Miscellaneous Technical	256	Hiragino Sans	9	3.5	apple-cjk
Miscellaneous Technical	256	VictorMono NFM SemiBold	8	3.1	nerd-patch
Miscellaneous Technical	256	Monaspace Xenon	118	46.1	native
Miscellaneous Technical	256	VictorMono Nerd Font Mono	8	3.1	nerd-patch
Miscellaneous Technical	256	Courier New	4	1.6	unknown
Miscellaneous Technical	256	CaskaydiaCove Nerd Font Mono	10	3.9	nerd-patch
Miscellaneous Technical	256	AppleGothic	8	3.1	unknown
Miscellaneous Technical	256	Hiragino Sans GB	3	1.2	apple-cjk
Miscellaneous Technical	256	Symbol	24	9.4	unknown
Miscellaneous Technical	256	Lucida Grande	14	5.5	unknown
Miscellaneous Technical	256	.CJK Symbols Fallback HK	3	1.2	unknown
Miscellaneous Technical	256	Heiti SC	10	3.9	apple-cjk
Control Pictures	39	JetBrains Mono	36	92.3	embedded-ghostty
Control Pictures	39	JetBrains Mono NoNF	36	92.3	embedded-ghostty
Control Pictures	39	JuliaMono	39	100.0	embedded-ghostty
Control Pictures	39	Apple Symbols	39	100.0	apple-system
Control Pictures	39	STIX Two Math	2	5.1	math
Control Pictures	39	Arial Unicode MS	37	94.9	pan-unicode-dump
Control Pictures	39	LastResort	39	100.0	last-resort
Control Pictures	39	Monaspace Xenon	1	2.6	native
Control Pictures	39	CaskaydiaCove Nerd Font Mono	39	100.0	nerd-patch
Control Pictures	39	Lucida Grande	1	2.6	unknown
Optical Character Recognition	11	JuliaMono	11	100.0	embedded-ghostty
Optical Character Recognition	11	Apple Symbols	11	100.0	apple-system
Optical Character Recognition	11	Arial Unicode MS	11	100.0	pan-unicode-dump
Optical Character Recognition	11	LastResort	11	100.0	last-resort
Optical Character Recognition	11	Monaspace Xenon	1	9.1	native
Enclosed Alphanumerics	160	JuliaMono	160	100.0	embedded-ghostty
Enclosed Alphanumerics	160	STIX Two Math	160	100.0	math
Enclosed Alphanumerics	160	Arial Unicode MS	139	86.9	pan-unicode-dump
Enclosed Alphanumerics	160	LastResort	160	100.0	last-resort
Enclosed Alphanumerics	160	Apple Color Emoji	1	0.6	apple-system
Enclosed Alphanumerics	160	Songti SC	61	38.1	apple-cjk
Enclosed Alphanumerics	160	Hiragino Sans	76	47.5	apple-cjk
Enclosed Alphanumerics	160	Monaspace Xenon	41	25.6	native
Enclosed Alphanumerics	160	AppleGothic	128	80.0	unknown
Enclosed Alphanumerics	160	Hiragino Sans GB	50	31.2	apple-cjk
Enclosed Alphanumerics	160	Lucida Grande	1	0.6	unknown
Enclosed Alphanumerics	160	.CJK Symbols Fallback HK	139	86.9	unknown
Enclosed Alphanumerics	160	Heiti SC	50	31.2	apple-cjk
Box Drawing	128	JetBrains Mono	128	100.0	embedded-ghostty
Box Drawing	128	JetBrains Mono NoNF	128	100.0	embedded-ghostty
Box Drawing	128	JuliaMono	128	100.0	embedded-ghostty
Box Drawing	128	Lilex	128	100.0	embedded-ghostty
Box Drawing	128	Apple Symbols	128	100.0	apple-system
Box Drawing	128	STIX Two Math	45	35.2	math
Box Drawing	128	Arial Unicode MS	128	100.0	pan-unicode-dump
Box Drawing	128	LastResort	128	100.0	last-resort
Box Drawing	128	Songti SC	112	87.5	apple-cjk
Box Drawing	128	Hiragino Sans	87	68.0	apple-cjk
Box Drawing	128	VictorMono NFM SemiBold	128	100.0	nerd-patch
Box Drawing	128	Monaspace Xenon	128	100.0	native
Box Drawing	128	VictorMono Nerd Font Mono	128	100.0	nerd-patch
Box Drawing	128	Courier New	40	31.2	unknown
Box Drawing	128	CaskaydiaCove Nerd Font Mono	128	100.0	nerd-patch
Box Drawing	128	AppleGothic	68	53.1	unknown
Box Drawing	128	Hiragino Sans GB	112	87.5	apple-cjk
Box Drawing	128	.CJK Symbols Fallback HK	112	87.5	unknown
Box Drawing	128	Heiti SC	113	88.3	apple-cjk
Block Elements	32	JetBrains Mono	32	100.0	embedded-ghostty
Block Elements	32	JetBrains Mono NoNF	32	100.0	embedded-ghostty
Block Elements	32	JuliaMono	32	100.0	embedded-ghostty
Block Elements	32	Lilex	32	100.0	embedded-ghostty
Block Elements	32	Apple Symbols	32	100.0	apple-system
Block Elements	32	STIX Two Math	8	25.0	math
Block Elements	32	Arial Unicode MS	22	68.8	pan-unicode-dump
Block Elements	32	LastResort	32	100.0	last-resort
Block Elements	32	Songti SC	22	68.8	apple-cjk
Block Elements	32	Hiragino Sans	17	53.1	apple-cjk
Block Elements	32	VictorMono NFM SemiBold	32	100.0	nerd-patch
Block Elements	32	Monaspace Xenon	32	100.0	native
Block Elements	32	VictorMono Nerd Font Mono	32	100.0	nerd-patch
Block Elements	32	Courier New	8	25.0	unknown
Block Elements	32	CaskaydiaCove Nerd Font Mono	32	100.0	nerd-patch
Block Elements	32	AppleGothic	2	6.2	unknown
Block Elements	32	Hiragino Sans GB	18	56.2	apple-cjk
Block Elements	32	.CJK Symbols Fallback HK	18	56.2	unknown
Block Elements	32	Heiti SC	22	68.8	apple-cjk
Geometric Shapes	96	JetBrains Mono	43	44.8	embedded-ghostty
Geometric Shapes	96	JetBrains Mono NoNF	43	44.8	embedded-ghostty
Geometric Shapes	96	JuliaMono	96	100.0	embedded-ghostty
Geometric Shapes	96	Lilex	1	1.0	embedded-ghostty
Geometric Shapes	96	Monaspace Neon	9	9.4	embedded-ghostty
Geometric Shapes	96	Apple Symbols	96	100.0	apple-system
Geometric Shapes	96	STIX Two Math	96	100.0	math
Geometric Shapes	96	Arial Unicode MS	80	83.3	pan-unicode-dump
Geometric Shapes	96	LastResort	96	100.0	last-resort
Geometric Shapes	96	Apple Color Emoji	8	8.3	apple-system
Geometric Shapes	96	Songti SC	24	25.0	apple-cjk
Geometric Shapes	96	Hiragino Sans	20	20.8	apple-cjk
Geometric Shapes	96	VictorMono NFM SemiBold	96	100.0	nerd-patch
Geometric Shapes	96	Monaspace Xenon	96	100.0	native
Geometric Shapes	96	VictorMono Nerd Font Mono	96	100.0	nerd-patch
Geometric Shapes	96	Kefa III	1	1.0	unknown
Geometric Shapes	96	Geneva	1	1.0	unknown
Geometric Shapes	96	Courier New	16	16.7	unknown
Geometric Shapes	96	CaskaydiaCove Nerd Font Mono	96	100.0	nerd-patch
Geometric Shapes	96	Noto Serif Myanmar	1	1.0	noto
Geometric Shapes	96	Noto Sans Coptic	1	1.0	noto
Geometric Shapes	96	Khmer MN	1	1.0	unknown
Geometric Shapes	96	.SF Malayalam	1	1.0	unknown
Geometric Shapes	96	Noto Serif Balinese	1	1.0	noto
Geometric Shapes	96	Noto Sans Tai Tham	1	1.0	noto
Geometric Shapes	96	Noto Sans New Tai Lue	1	1.0	noto
Geometric Shapes	96	Noto Sans Javanese	1	1.0	noto
Geometric Shapes	96	Kohinoor Devanagari	2	2.1	unknown
Geometric Shapes	96	Noto Sans Cham	1	1.0	noto
Geometric Shapes	96	Noto Sans Tai Viet	1	1.0	noto
Geometric Shapes	96	Noto Sans Saurashtra	1	1.0	noto
Geometric Shapes	96	Noto Sans Meetei Mayek	1	1.0	noto
Geometric Shapes	96	Sinhala Sangam MN	1	1.0	unknown
Geometric Shapes	96	Noto Sans Sundanese	1	1.0	noto
Geometric Shapes	96	Noto Sans PhagsPa	1	1.0	noto
Geometric Shapes	96	Noto Sans Lepcha	1	1.0	noto
Geometric Shapes	96	Noto Sans NKo	1	1.0	noto
Geometric Shapes	96	AppleGothic	40	41.7	unknown
Geometric Shapes	96	Noto Sans Syriac	1	1.0	noto
Geometric Shapes	96	Noto Sans Limbu	1	1.0	noto
Geometric Shapes	96	Noto Sans Batak	1	1.0	noto
Geometric Shapes	96	Noto Sans Kayah Li	1	1.0	noto
Geometric Shapes	96	Noto Sans Thaana	1	1.0	noto
Geometric Shapes	96	Noto Sans Syloti Nagri	1	1.0	noto
Geometric Shapes	96	Noto Sans Tai Le	1	1.0	noto
Geometric Shapes	96	Hiragino Sans GB	15	15.6	apple-cjk
Geometric Shapes	96	Noto Sans Mandaic	1	1.0	noto
Geometric Shapes	96	Symbol	1	1.0	unknown
Geometric Shapes	96	Noto Sans Buginese	1	1.0	noto
Geometric Shapes	96	Noto Sans Rejang	1	1.0	noto
Geometric Shapes	96	Noto Sans Tagalog	1	1.0	noto
Geometric Shapes	96	Noto Sans Hanunoo	1	1.0	noto
Geometric Shapes	96	Noto Sans Buhid	1	1.0	noto
Geometric Shapes	96	Noto Sans Tagbanwa	1	1.0	noto
Geometric Shapes	96	Grantha Sangam MN	2	2.1	unknown
Geometric Shapes	96	Kohinoor Telugu	2	2.1	unknown
Geometric Shapes	96	Mukta Mahee	2	2.1	unknown
Geometric Shapes	96	Athelas	3	3.1	unknown
Geometric Shapes	96	Superclarendon	1	1.0	unknown
Geometric Shapes	96	Noto Sans Oriya	1	1.0	noto
Geometric Shapes	96	Lucida Grande	19	19.8	unknown
Geometric Shapes	96	Noto Nastaliq Urdu	1	1.0	noto
Geometric Shapes	96	.SF Arabic	1	1.0	unknown
Geometric Shapes	96	Kohinoor Bangla	2	2.1	unknown
Geometric Shapes	96	Gujarati Sangam MN	1	1.0	unknown
Geometric Shapes	96	Kannada MN	1	1.0	unknown
Geometric Shapes	96	.CJK Symbols Fallback HK	7	7.3	unknown
Geometric Shapes	96	Kokonor	1	1.0	unknown
Geometric Shapes	96	Sukhumvit Set	1	1.0	unknown
Geometric Shapes	96	.SF Telugu	1	1.0	unknown
Geometric Shapes	96	.SF Kannada	1	1.0	unknown
Geometric Shapes	96	Galvji	2	2.1	unknown
Geometric Shapes	96	.DecoType Nastaleeq Urdu UI	1	1.0	unknown
Geometric Shapes	96	Kohinoor Gujarati	1	1.0	unknown
Geometric Shapes	96	Noto Sans Kannada	1	1.0	noto
Geometric Shapes	96	Heiti SC	24	25.0	apple-cjk
Geometric Shapes	96	.SF Devanagari	1	1.0	unknown
Miscellaneous Symbols	256	JetBrains Mono	7	2.7	embedded-ghostty
Miscellaneous Symbols	256	JetBrains Mono NoNF	5	2.0	embedded-ghostty
Miscellaneous Symbols	256	JuliaMono	256	100.0	embedded-ghostty
Miscellaneous Symbols	256	Apple Symbols	176	68.8	apple-system
Miscellaneous Symbols	256	STIX Two Math	256	100.0	math
Miscellaneous Symbols	256	Arial Unicode MS	106	41.4	pan-unicode-dump
Miscellaneous Symbols	256	LastResort	256	100.0	last-resort
Miscellaneous Symbols	256	Apple Color Emoji	83	32.4	apple-system
Miscellaneous Symbols	256	Songti SC	15	5.9	apple-cjk
Miscellaneous Symbols	256	Hiragino Sans	24	9.4	apple-cjk
Miscellaneous Symbols	256	VictorMono NFM SemiBold	5	2.0	nerd-patch
Miscellaneous Symbols	256	Monaspace Xenon	80	31.2	native
Miscellaneous Symbols	256	VictorMono Nerd Font Mono	5	2.0	nerd-patch
Miscellaneous Symbols	256	Courier New	12	4.7	unknown
Miscellaneous Symbols	256	CaskaydiaCove Nerd Font Mono	14	5.5	nerd-patch
Miscellaneous Symbols	256	AppleGothic	27	10.5	unknown
Miscellaneous Symbols	256	Noto Sans Syriac	2	0.8	noto
Miscellaneous Symbols	256	Hiragino Sans GB	5	2.0	apple-cjk
Miscellaneous Symbols	256	Symbol	4	1.6	unknown
Miscellaneous Symbols	256	Mukta Mahee	1	0.4	unknown
Miscellaneous Symbols	256	.CJK Symbols Fallback HK	3	1.2	unknown
Miscellaneous Symbols	256	Heiti SC	14	5.5	apple-cjk
Dingbats	192	JetBrains Mono	14	7.3	embedded-ghostty
Dingbats	192	JetBrains Mono NoNF	12	6.2	embedded-ghostty
Dingbats	192	JuliaMono	192	100.0	embedded-ghostty
Dingbats	192	Lilex	2	1.0	embedded-ghostty
Dingbats	192	STIX Two Math	40	20.8	math
Dingbats	192	Arial Unicode MS	160	83.3	pan-unicode-dump
Dingbats	192	LastResort	192	100.0	last-resort
Dingbats	192	Apple Color Emoji	33	17.2	apple-system
Dingbats	192	Hiragino Sans	10	5.2	apple-cjk
Dingbats	192	VictorMono NFM SemiBold	8	4.2	nerd-patch
Dingbats	192	Monaspace Xenon	54	28.1	native
Dingbats	192	VictorMono Nerd Font Mono	8	4.2	nerd-patch
Dingbats	192	CaskaydiaCove Nerd Font Mono	8	4.2	nerd-patch
Dingbats	192	AppleGothic	40	20.8	unknown
Dingbats	192	Lucida Grande	3	1.6	unknown
Dingbats	192	.CJK Symbols Fallback HK	30	15.6	unknown
Miscellaneous Mathematical Symbols-A	48	JetBrains Mono	9	18.8	embedded-ghostty
Miscellaneous Mathematical Symbols-A	48	JetBrains Mono NoNF	9	18.8	embedded-ghostty
Miscellaneous Mathematical Symbols-A	48	JuliaMono	48	100.0	embedded-ghostty
Miscellaneous Mathematical Symbols-A	48	Apple Symbols	37	77.1	apple-system
Miscellaneous Mathematical Symbols-A	48	STIX Two Math	45	93.8	math
Miscellaneous Mathematical Symbols-A	48	LastResort	48	100.0	last-resort
Miscellaneous Mathematical Symbols-A	48	VictorMono NFM SemiBold	2	4.2	nerd-patch
Miscellaneous Mathematical Symbols-A	48	Monaspace Xenon	28	58.3	native
Miscellaneous Mathematical Symbols-A	48	VictorMono Nerd Font Mono	2	4.2	nerd-patch
Supplemental Arrows-A	16	JetBrains Mono	3	18.8	embedded-ghostty
Supplemental Arrows-A	16	JetBrains Mono NoNF	3	18.8	embedded-ghostty
Supplemental Arrows-A	16	JuliaMono	16	100.0	embedded-ghostty
Supplemental Arrows-A	16	Apple Symbols	16	100.0	apple-system
Supplemental Arrows-A	16	STIX Two Math	16	100.0	math
Supplemental Arrows-A	16	LastResort	16	100.0	last-resort
Supplemental Arrows-A	16	Monaspace Xenon	5	31.2	native
Braille Patterns	256	JuliaMono	256	100.0	embedded-ghostty
Braille Patterns	256	Apple Symbols	256	100.0	apple-system
Braille Patterns	256	LastResort	256	100.0	last-resort
Braille Patterns	256	CaskaydiaCove Nerd Font Mono	256	100.0	nerd-patch
Supplemental Arrows-B	128	JetBrains Mono	2	1.6	embedded-ghostty
Supplemental Arrows-B	128	JetBrains Mono NoNF	2	1.6	embedded-ghostty
Supplemental Arrows-B	128	JuliaMono	128	100.0	embedded-ghostty
Supplemental Arrows-B	128	Apple Symbols	128	100.0	apple-system
Supplemental Arrows-B	128	STIX Two Math	128	100.0	math
Supplemental Arrows-B	128	LastResort	128	100.0	last-resort
Supplemental Arrows-B	128	Apple Color Emoji	2	1.6	apple-system
Supplemental Arrows-B	128	Monaspace Xenon	36	28.1	native
Supplemental Arrows-B	128	AppleGothic	9	7.0	unknown
Miscellaneous Mathematical Symbols-B	128	JetBrains Mono	2	1.6	embedded-ghostty
Miscellaneous Mathematical Symbols-B	128	JetBrains Mono NoNF	2	1.6	embedded-ghostty
Miscellaneous Mathematical Symbols-B	128	JuliaMono	128	100.0	embedded-ghostty
