hex	char	cat	decimal	digit	numeric	name
U+A626	꘦	Nd	6	6	6.0	VAI DIGIT SIX
U+A627	꘧	Nd	7	7	7.0	VAI DIGIT SEVEN
U+A628	꘨	Nd	8	8	8.0	VAI DIGIT EIGHT
U+A629	꘩	Nd	9	9	9.0	VAI DIGIT NINE
U+A6E6	ꛦ	Nl	None	None	1.0	BAMUM LETTER MO
U+A6E7	ꛧ	Nl	None	None	2.0	BAMUM LETTER MBAA
U+A6E8	ꛨ	Nl	None	None	3.0	BAMUM LETTER TET
U+A6E9	ꛩ	Nl	None	None	4.0	BAMUM LETTER KPA
U+A6EA	ꛪ	Nl	None	None	5.0	BAMUM LETTER TEN
U+A6EB	ꛫ	Nl	None	None	6.0	BAMUM LETTER NTUU
U+A6EC	ꛬ	Nl	None	None	7.0	BAMUM LETTER SAMBA
U+A6ED	ꛭ	Nl	None	None	8.0	BAMUM LETTER FAAMAE
U+A6EE	ꛮ	Nl	None	None	9.0	BAMUM LETTER KOVUU
U+A6EF	ꛯ	Nl	None	None	0.0	BAMUM LETTER KOGHOM
U+A830	꠰	No	None	None	0.25	NORTH INDIC FRACTION ONE QUARTER
U+A831	꠱	No	None	None	0.5	NORTH INDIC FRACTION ONE HALF
U+A832	꠲	No	None	None	0.75	NORTH INDIC FRACTION THREE QUARTERS
U+A833	꠳	No	None	None	0.0625	NORTH INDIC FRACTION ONE SIXTEENTH
U+A834	꠴	No	None	None	0.125	NORTH INDIC FRACTION ONE EIGHTH
U+A835	꠵	No	None	None	0.1875	NORTH INDIC FRACTION THREE SIXTEENTHS
U+A8D0	꣐	Nd	0	0	0.0	SAURASHTRA DIGIT ZERO
U+A8D1	꣑	Nd	1	1	1.0	SAURASHTRA DIGIT ONE
U+A8D2	꣒	Nd	2	2	2.0	SAURASHTRA DIGIT TWO
U+A8D3	꣓	Nd	3	3	3.0	SAURASHTRA DIGIT THREE
U+A8D4	꣔	Nd	4	4	4.0	SAURASHTRA DIGIT FOUR
U+A8D5	꣕	Nd	5	5	5.0	SAURASHTRA DIGIT FIVE
U+A8D6	꣖	Nd	6	6	6.0	SAURASHTRA DIGIT SIX
U+A8D7	꣗	Nd	7	7	7.0	SAURASHTRA DIGIT SEVEN
U+A8D8	꣘	Nd	8	8	8.0	SAURASHTRA DIGIT EIGHT
U+A8D9	꣙	Nd	9	9	9.0	SAURASHTRA DIGIT NINE
U+A900	꤀	Nd	0	0	0.0	KAYAH LI DIGIT ZERO
U+A901	꤁	Nd	1	1	1.0	KAYAH LI DIGIT ONE
U+A902	꤂	Nd	2	2	2.0	KAYAH LI DIGIT TWO
U+A903	꤃	Nd	3	3	3.0	KAYAH LI DIGIT THREE
U+A904	꤄	Nd	4	4	4.0	KAYAH LI DIGIT FOUR
U+A905	꤅	Nd	5	5	5.0	KAYAH LI DIGIT FIVE
U+A906	꤆	Nd	6	6	6.0	KAYAH LI DIGIT SIX
U+A907	꤇	Nd	7	7	7.0	KAYAH LI DIGIT SEVEN
U+A908	꤈	Nd	8	8	8.0	KAYAH LI DIGIT EIGHT
U+A909	꤉	Nd	9	9	9.0	KAYAH LI DIGIT NINE
U+A9D0	꧐	Nd	0	0	0.0	JAVANESE DIGIT ZERO
U+A9D1	꧑	Nd	1	1	1.0	JAVANESE DIGIT ONE
U+A9D2	꧒	Nd	2	2	2.0	JAVANESE DIGIT TWO
U+A9D3	꧓	Nd	3	3	3.0	JAVANESE DIGIT THREE
U+A9D4	꧔	Nd	4	4	4.0	JAVANESE DIGIT FOUR
U+A9D5	꧕	Nd	5	5	5.0	JAVANESE DIGIT FIVE
U+A9D6	꧖	Nd	6	6	6.0	JAVANESE DIGIT SIX
U+A9D7	꧗	Nd	7	7	7.0	JAVANESE DIGIT SEVEN
U+A9D8	꧘	Nd	8	8	8.0	JAVANESE DIGIT EIGHT
U+A9D9	꧙	Nd	9	9	9.0	JAVANESE DIGIT NINE
U+A9F0	꧰	Nd	0	0	0.0	MYANMAR TAI LAING DIGIT ZERO
U+A9F1	꧱	Nd	1	1	1.0	MYANMAR TAI LAING DIGIT ONE
U+A9F2	꧲	Nd	2	2	2.0	MYANMAR TAI LAING DIGIT TWO
U+A9F3	꧳	Nd	3	3	3.0	MYANMAR TAI LAING DIGIT THREE
U+A9F4	꧴	Nd	4	4	4.0	MYANMAR TAI LAING DIGIT FOUR
U+A9F5	꧵	Nd	5	5	5.0	MYANMAR TAI LAING DIGIT FIVE
U+A9F6	꧶	Nd	6	6	6.0	MYANMAR TAI LAING DIGIT SIX
U+A9F7	꧷	Nd	7	7	7.0	MYANMAR TAI LAING DIGIT SEVEN
U+A9F8	꧸	Nd	8	8	8.0	MYANMAR TAI LAING DIGIT EIGHT
U+A9F9	꧹	Nd	9	9	9.0	MYANMAR TAI LAING DIGIT NINE
U+AA50	꩐	Nd	0	0	0.0	CHAM DIGIT ZERO
U+AA51	꩑	Nd	1	1	1.0	CHAM DIGIT ONE
U+AA52	꩒	Nd	2	2	2.0	CHAM DIGIT TWO
U+AA53	꩓	Nd	3	3	3.0	CHAM DIGIT THREE
U+AA54	꩔	Nd	4	4	4.0	CHAM DIGIT FOUR
U+AA55	꩕	Nd	5	5	5.0	CHAM DIGIT FIVE
U+AA56	꩖	Nd	6	6	6.0	CHAM DIGIT SIX
U+AA57	꩗	Nd	7	7	7.0	CHAM DIGIT SEVEN
U+AA58	꩘	Nd	8	8	8.0	CHAM DIGIT EIGHT
U+AA59	꩙	Nd	9	9	9.0	CHAM DIGIT NINE
U+ABF0	꯰	Nd	0	0	0.0	MEETEI MAYEK DIGIT ZERO
U+ABF1	꯱	Nd	1	1	1.0	MEETEI MAYEK DIGIT ONE
U+ABF2	꯲	Nd	2	2	2.0	MEETEI MAYEK DIGIT TWO
U+ABF3	꯳	Nd	3	3	3.0	MEETEI MAYEK DIGIT THREE
U+ABF4	꯴	Nd	4	4	4.0	MEETEI MAYEK DIGIT FOUR
U+ABF5	꯵	Nd	5	5	5.0	MEETEI MAYEK DIGIT FIVE
U+ABF6	꯶	Nd	6	6	6.0	MEETEI MAYEK DIGIT SIX
U+ABF7	꯷	Nd	7	7	7.0	MEETEI MAYEK DIGIT SEVEN
U+ABF8	꯸	Nd	8	8	8.0	MEETEI MAYEK DIGIT EIGHT
U+ABF9	꯹	Nd	9	9	9.0	MEETEI MAYEK DIGIT NINE
U+F96B	參	Lo	None	None	3.0	CJK COMPATIBILITY IDEOGRAPH-F96B
U+F973	拾	Lo	None	None	10.0	CJK COMPATIBILITY IDEOGRAPH-F973
U+F978	兩	Lo	None	None	2.0	CJK COMPATIBILITY IDEOGRAPH-F978
U+F9B2	零	Lo	None	None	0.0	CJK COMPATIBILITY IDEOGRAPH-F9B2
U+F9D1	六	Lo	None	None	6.0	CJK COMPATIBILITY IDEOGRAPH-F9D1
U+F9D3	陸	Lo	None	None	6.0	CJK COMPATIBILITY IDEOGRAPH-F9D3
U+F9FD	什	Lo	None	None	10.0	CJK COMPATIBILITY IDEOGRAPH-F9FD
U+FF10	０	Nd	0	0	0.0	FULLWIDTH DIGIT ZERO
U+FF11	１	Nd	1	1	1.0	FULLWIDTH DIGIT ONE
U+FF12	２	Nd	2	2	2.0	FULLWIDTH DIGIT TWO
U+FF13	３	Nd	3	3	3.0	FULLWIDTH DIGIT THREE
U+FF14	４	Nd	4	4	4.0	FULLWIDTH DIGIT FOUR
U+FF15	５	Nd	5	5	5.0	FULLWIDTH DIGIT FIVE
U+FF16	６	Nd	6	6	6.0	FULLWIDTH DIGIT SIX
U+FF17	７	Nd	7	7	7.0	FULLWIDTH DIGIT SEVEN
U+FF18	８	Nd	8	8	8.0	FULLWIDTH DIGIT EIGHT
U+FF19	９	Nd	9	9	9.0	FULLWIDTH DIGIT NINE
